nn;word;transcription;translate
407;produce;[?pr?dju?s];производить
;producer;[pr??dju?s?];производитель
;production;[pr??d?k??n];производство
408;matter;[?m?t?];иметь значение
409;tag;[t?g];этикетка, ярлык
410;subtle;[?s?tl];тонкий, неуловимый
;subtleness;[?s?tln?s];тонкость
;subtlety;[?s?tlti];тонкость
411;nurse;[n??s];медсестра, нянька
;nursing;[?n??s??];уход
;nursery;[?n??s?ri];дет. ясли или питомник
412;wake (up);[we?k];просыпаться или будить
413;soil;[s??l];почва
414;quiet;[?kwa??t];тихий, спокойный, тишина
;quietness;[?kwa??tn?s];спокойствие
;quieten;[?kwa??tn];успокаивать
415;represent;[?r?pr??z?nt];представлять
;representative;[?r?pr??z?nt?t?v];представитель
416;dispute;[d?s?pju?t];спор, спорить
;disputed;[d?s?pju?t?d];спорный
;undisputed;[??nd?s?pju?t?d];бесспорный, необсуждаемый
417;couch;[ka??];диван
418;trade;[tre?d];торговля, торговый
;trader;[?tre?d?];трейдер, торговец
419;affair;[??fe?];дело
420;term;[t??m];срок, период
;long-term;[?l??t??m];долгосрочный
;short-term;[???t-t??m];краткосрочный
421;give a ride;[g?v?ra?d];подвезти
422;as well;[?zw?l];также
423;twist;[tw?st];скручивать
;twisted;[?tw?st?d];витой, закрученный, сплетённый
424;handle;[?h?ndl];рукоятка
425;remain;[r??me?n];оставаться
426;take place;[te?kple?s];происходить, бывать
427;upset;[?p?s?t];расстроенный, расстраивать
428;inspect;[?n?sp?kt];проверять, осматривать
;inspection;[?n?sp?k??n];осмотр
429;authorize;[?????ra?z];дать полномочия, поручение
;authorized;[?????ra?zd];уполномоченный
430;pigeon;[?p???n];голубь
431;alert;[??l??t];тревога, бдительный
;alertness;[??l??tn?s];настороженность
;on the alert;[?n?i??l??t];начеку
432;increase;[?n?kri?s];увеличивать(ся)
;increase;[??nkri?s];увеличение
433;decrease;[di??kri?s];уменьшать(ся)
;decrease;[?di?kri?s];снижение
434;inquire;[?n?kwa??];узнавать, интересоваться
;inquiry;[?n?kwa??ri];запрос
435;false;[f??ls];ложный, неверный
;falsehood;[?f??lsh?d];ложность
;falseness;[?f??lsn?s];фальшь
436;either;[?a???];либо
437;echo;[??k??];эхо, отголосок, отражаться
438;stack;[st?k];стопка, куча, складывать
439;label;[?le?bl];метка, ярлык, метить
440;neither;[?na???];ни один из двух
441;sale;[se?l];продажа, сбыт
;resale;[?ri??se?l];перепродажа
442;bat;[b?t];бита
443;flat;[fl?t];плоский, ровный
;flatten;[?fl?tn];расплющивать
444;limit;[?l?m?t];ограничивать, ограничение
445;head off;[h?d?f];выйти, отправиться
;get off;[g?t?f];уходить
;go off;[g???f];уходить
;drive off;[dra?v?f];уехать (на машине)
;walk off;[w??k?f];уходить
446;rural;[?r??r?l];сельский
447;compel;[k?m?p?l];вынуждать, заставлять
448;boost;[bu?st];повышать, усиливать
;booster;[?bu?st?];ускоритель, усилитель
449;grin;[gr?n];ухмыляться, ухмылка, оскал
450;tremendous;[tr??m?nd?s];громадный, страшный
451;pad;[p?d];подушечка пальца, лапы
452;anticipate;[?n?t?s?pe?t];ожидать
;anticipation;[?n?t?s??pe??(?)n];ожидание
453;pattern;[?p?t?n];шаблон, образец
454;set smb up with;[s?tsmb?pw??];устроить, организовать
455;oven;[??vn];печь, духовка
;microwave oven;[?ma?kr??we?v??vn];микроволновая печь
456;anxious;[???k??s];озабоченный, встревоженный
457;shift;[??ft];смена (на работе)
458;meal;[mi?l];еда
459;in advance;[?n?d?v??ns];заранее
460;further;[?f????];дальнейший, далее
;furthermore;[?f?????m??];более того
461;return;[r??t??n];возвращаться
462;chop down;[??pda?n];срубить (дерево)
463;chop up;[??p?p];порезать (на кусочки)
;cut up;[k?t?p];порезать
464;prior;[?pra??];предварительный, предшествующий
465;silk;[s?lk];шёлк, шёлковый
;silky;[?s?lki];шелковистый
466;line;[la?n];строка
467;lap;[l?p];колени
468;bind (bound, bound);[ba?nd];связывать
469;mean;[mi?n];неважный, посредственный
470;reach;[ri??];достичь
;reachable;[?ri???bl];достижимый
471;once;[w?ns];однажды, когда-либо
472;vice;[va?s];порок, недостаток
;vicious;[?v???s];порочный
473;light (lit, lit);[la?t];зажигать
;lighter;[?la?t?];зажигалка
474;occupy;[??kj?pa?];занимать
475;according to;[??k??d??tu?];в соответствии
;accordingly;[??k??d??li];соответственно
476;out loud;[a?tla?d];вслух
477;alive;[??la?v];живой
478;startle;[?st??tl];испугать (неожиданностью)
;startling;[?st??tl??];поразительный
479;get;[g?t];становиться
480;catch (caught, caught);[k??];ловить
481;shame;[?e?m];стыд, позор
;shameful;[??e?mf?l];постыдный
;shameless;[??e?ml?s];бесстыдный
482;challenge;[???l?n?];вызов, необычная задача
;challenging;[???l?n???];манящий, перспективный
483;mixture;[?m?ks??];смесь
484;endure;[?n?dj??];выдерживать
;endurable;[?n?dj??r?bl];терпимый
;unendurable;[??n?n?dj??r?bl];нестерпимый
;endurance;[?n?dj??r?ns];выносливость
485;board;[b??d];совет, коллегия
;boardroom;[?b??dr?m];зал заседаний
486;mate;[me?t];товарищ, компаньон
;classmate;[?kl??sme?t];одноклассник
;roommate;[?ru?mme?t];сосед по комнате
487;compound;[?k?mpa?nd];состав, составной
488;bless;[bl?s];благословлять
;blessing;[?bl?s??];благословение
489;might;[ma?t];мощь
;mighty;[?ma?ti];могущественный
;almighty;[??l?ma?ti];всемогущий
490;variety;[v??ra??ti];разнообразие, множество
491;sole;[s??l];единственный
492;comprehensive;[?k?mpr??h?ns?v];исчерпывающий, всесторонний
493;heal;[hi?l];лечить, заживать
;healer;[?hi?l?];целитель
494;pipe;[pa?p];труба
;pipeline;[?pa?pla?n];трубопровод
;pipework;[pipe w??k];система трубопроводов
495;cool;[ku?l];прохладный, свежий
;coolness;[?ku?ln?s];прохлада, охлаждение
496;point;[p??nt];точка
;checkpoint;[???kp??nt];контрольная точка, КПП
497;beg;[b?g];просить
;beggar;[?b?g?];нищий
498;spell;[sp?l];заклинание, чары
499;paper;[?pe?p?];бумага, документ
;wallpapers;[?w??l?pe?p?z];обои
500;charm;[???m];обаяние, очаровывать
;charming;[????m??];обаятельный
501;break out;[bre?ka?t];вспыхнуть, разразиться
502;heat;[hi?t];тепло, нагревать
;heating;[?hi?t??];отопление
;heater;[?hi?t?];обогреватель, нагреватель
503;particular;[p??t?kj?l?];частный, конкретный
;particularly;[p??t?kj?l?li];в частности
504;score;[sk??];счёт, очко, балл
505;combine;[?k?mba?n];соединять(ся)
;combination;[?k?mb??ne???n];сочетание
506;mill;[m?l];мельница или фабрика
;miller;[?m?l?];мельник
;windmill;[?w?nm?l];ветряная мельница
507;move over;[mu?v???v?];подвинуться
508;rock;[r?k];камень, скала
509;fair;[fe?];светлый
510;fall for;[f??lf??];вестись
511;frank;[fr??k];откровенный
;frankness;[?fr??kn?s];откровенность
512;rip;[r?p];рвать
513;arrive;[??ra?v];прибывать
;arrival;[??ra?v?l];прибытие
514;amend;[??m?nd];исправить, улучшить
;amendment;[??m?ndm?nt];поправка
515;crush;[kr??];раздавливать, дробить
516;accident;[??ks?d?nt];случайность
;accidental;[??ks??d?ntl];случайный
517;facility;[f??s?l?ti];сооружение, объект
518;means;[mi?nz];средство
519;focus;[?f??k?s];сосредоточить (ся)
520;knock;[n?k];стучать
521;give up;[g?v?p];отказаться, сдаться
;give in;[g?v?n];сдаваться, уступать
522;bend (bent, bent);[b?nd];изгибать, изгиб
523;clarify;[?kl?r?fa?];прояснять
;clarification;[?kl?r?f??ke???n];прояснение
524;rescue;[?r?skju?];спасать, спасение
525;tackle;[?t?kl];принадлежности, снаряжение
526;retire;[r??ta??];уходить в отставку, на пенсию
;retirement;[r??ta??m?nt];выход на пенсию
527;belly;[?b?li];живот
528;get off;[g?t?f];выходить (из транспорта)
;get in;[g?t?n];садиться (в транспорт)
529;approach;[??pr???];приближаться, подходить
530;slap;[sl?p];шлёпать, пощечина
531;coat;[k??t];покрывать
;coating;[?k??t??];покрытие
532;raise;[re?z];поднять, повысить
533;uncle;[???kl];дядя
534;fluid;[?flu(?)?d];жидкий, текучий
535;issue;[???u?];вопрос, проблема
536;educate;[??dju(?)ke?t];воспитывать, обучать
;education;[??dju(?)?ke???n];образование
537;past;[p??st];мимо
538;benefit;[?b?n?f?t];польза, создавать пользу
;beneficial;[?b?n??f???l];полезный, благотворный
;beneficiary;[?b?n??f???ri];выгодополучатель
539;none;[n?n];никакой, ни один
540;undergo;[??nd??g??];пройти через, подвергнуться
541;rank;[r??k];ранг, разряд, звание
;high-ranked;[ha?i-r??kt];высокопоставленный
542;north;[n???];север, северный
;northern;[?n????n];северный
;northerner;[?n????n?];северянин
;northward;[?n???w?d];на север
543;tired;[?ta??d];усталый
;tiredness;[?ta??dn?s];усталость
544;fraud;[fr??d];обман, мошенничество
;fraudulent;[?fr??dj?l?nt];мошеннический
